borrower_id,age,occupation,monthly_income,income_consistency_score,utility_delay_days,debt_to_income_ratio,active_loans,upi_transactions,previous_default,loan_status
BORR05476,60,Delivery Partner,17034.33,74,0,0.239,0,147,0,1
BORR05477,40,Kirana Owner,48243.77,79,0,0.31,0,170,0,1
BORR05478,52,Delivery Partner,30653.55,72,2,0.453,1,217,0,1
BORR05479,27,Driver,17353.34,96,2,0.298,1,222,0,1
BORR05480,27,Freelancer,34134.68,76,1,0.302,0,174,0,1
BORR05481,40,Delivery Partner,29265.33,69,3,0.238,1,160,0,1
BORR05482,45,Small Business Owner,80230.29,63,0,0.445,0,241,0,1
BORR05483,55,Kirana Owner,50988.58,69,3,0.128,0,107,0,1
BORR05484,44,Driver,28822.3,68,1,0.255,0,121,1,0
BORR05485,60,Freelancer,31427.26,78,0,0.287,1,204,0,1
BORR05486,33,Kirana Owner,29272.35,75,0,0.148,0,229,0,1
BORR05487,59,Delivery Partner,26845.5,56,1,0.274,2,170,1,1
BORR05488,24,Kirana Owner,31811.34,74,0,0.209,1,164,0,1
BORR05489,32,Driver,18804.54,55,0,0.262,0,241,0,1
BORR05490,37,Driver,17391.5,86,0,0.167,0,149,0,1
BORR05491,21,Kirana Owner,44442.44,37,5,0.748,4,69,1,0
BORR05492,37,Kirana Owner,67835.06,65,1,0.273,0,147,0,1
BORR05493,22,Freelancer,14805.66,76,1,0.212,2,147,0,1
BORR05494,26,Delivery Partner,23710.2,88,1,0.205,0,199,0,1
BORR05495,31,Delivery Partner,26268.49,75,1,0.176,1,187,0,1
BORR05496,38,Freelancer,26928.83,79,1,0.248,1,158,0,1
BORR05497,60,Delivery Partner,34030.51,87,1,0.303,1,177,0,1
BORR05498,45,Freelancer,59265.08,72,1,0.183,1,170,0,1
BORR05499,59,Freelancer,25264.32,69,0,0.348,0,152,0,1
BORR05500,48,Kirana Owner,51444.3,69,0,0.35,1,171,0,1
BORR05501,36,Driver,22581.06,86,2,0.371,0,180,0,1
BORR05502,32,Driver,17692.57,59,3,0.498,3,103,0,0
BORR05503,49,Freelancer,40233.53,83,1,0.274,0,159,0,1
BORR05504,43,Delivery Partner,30882.59,65,1,0.337,0,172,0,1
BORR05505,41,Small Business Owner,86824.97,95,2,0.35,0,184,0,1
BORR05506,36,Freelancer,36530.07,89,2,0.133,1,124,0,1
BORR05507,46,Freelancer,54255.13,67,2,0.339,0,96,0,1
BORR05508,57,Freelancer,47201.92,83,0,0.27,1,129,0,1
BORR05509,42,Small Business Owner,37485.64,69,1,0.24,1,145,0,1
BORR05510,30,Freelancer,21386.36,62,3,0.191,0,170,0,1
BORR05511,27,Kirana Owner,30534.7,65,5,0.602,2,82,0,0
BORR05512,29,Small Business Owner,47470.18,80,0,0.16,0,247,0,1
BORR05513,45,Small Business Owner,76760.16,84,2,0.144,0,185,0,1
BORR05514,35,Delivery Partner,25035.87,87,0,0.227,0,159,0,1
BORR05515,33,Kirana Owner,27701.68,51,8,0.557,1,77,0,0
BORR05516,46,Driver,15985.72,79,1,0.3,1,158,0,1
BORR05517,41,Kirana Owner,71202.3,77,5,0.266,0,168,0,1
BORR05518,43,Delivery Partner,27137.77,91,1,0.227,0,183,0,1
BORR05519,48,Delivery Partner,27911.8,53,7,0.825,2,70,1,0
BORR05520,58,Freelancer,20691.09,89,1,0.155,0,248,0,1
BORR05521,32,Delivery Partner,22396.64,58,1,0.266,0,178,0,1
BORR05522,44,Small Business Owner,47575.6,72,0,0.227,0,182,0,1
BORR05523,33,Kirana Owner,55379.9,78,0,0.342,0,197,0,1
BORR05524,60,Driver,21645.05,84,2,0.329,0,155,0,1
BORR05525,22,Driver,16493.94,86,2,0.263,1,139,0,1
BORR05526,59,Driver,12420.69,42,5,0.73,2,114,0,0
BORR05527,32,Small Business Owner,47191.36,80,2,0.287,1,101,0,1
BORR05528,59,Small Business Owner,27569.08,38,8,0.743,3,57,0,0
BORR05529,34,Small Business Owner,70439.41,89,0,0.188,1,176,0,1
BORR05530,50,Delivery Partner,17717.22,79,0,0.181,1,156,0,1
BORR05531,39,Small Business Owner,49548.75,91,0,0.217,0,110,0,1
BORR05532,51,Driver,23056.6,53,9,0.712,1,137,0,0
BORR05533,45,Kirana Owner,70789.6,78,1,0.172,1,98,0,0
BORR05534,24,Freelancer,42382.04,87,1,0.26,0,163,0,1
BORR05535,33,Freelancer,11463.38,31,7,0.775,4,88,1,1
BORR05536,56,Delivery Partner,16935.16,41,4,0.578,1,35,0,0
BORR05537,57,Freelancer,28272.27,37,8,0.884,1,59,0,0
BORR05538,23,Small Business Owner,63588.36,76,3,0.306,0,59,0,1
BORR05539,36,Delivery Partner,25266.16,73,1,0.237,2,145,1,1
BORR05540,46,Delivery Partner,21705.1,81,0,0.061,0,146,0,1
BORR05541,60,Freelancer,26207.81,48,2,0.712,1,102,1,0
BORR05542,59,Small Business Owner,56156.69,76,2,0.295,0,237,0,1
BORR05543,39,Delivery Partner,26004.58,77,0,0.194,0,172,0,1
BORR05544,35,Driver,21517.36,82,0,0.251,1,164,1,1
BORR05545,52,Driver,26301.75,60,0,0.226,0,184,0,1
BORR05546,41,Driver,15781.27,65,4,0.739,2,142,1,1
BORR05547,21,Driver,25606.02,38,10,0.917,2,100,0,0
BORR05548,26,Driver,23074.08,54,9,0.598,1,92,1,0
BORR05549,47,Driver,23200.12,92,1,0.198,0,200,0,1
BORR05550,43,Freelancer,18390.24,63,10,0.786,2,98,0,0
BORR05551,51,Freelancer,26544.73,100,1,0.215,1,228,0,1
BORR05552,32,Small Business Owner,35096.61,69,1,0.317,0,154,0,1
BORR05553,41,Freelancer,29420.41,68,1,0.263,2,161,0,1
BORR05554,22,Freelancer,13257.79,55,0,0.317,0,182,0,1
BORR05555,25,Delivery Partner,23085.75,71,3,0.253,1,144,0,1
BORR05556,29,Freelancer,49581.8,75,0,0.357,2,134,0,1
BORR05557,40,Kirana Owner,25725.19,48,9,0.749,1,101,1,0
BORR05558,38,Delivery Partner,16731.87,86,2,0.099,1,141,0,1
BORR05559,42,Driver,19526.12,89,2,0.302,1,187,0,1
BORR05560,28,Driver,17029.75,97,0,0.329,2,180,0,1
BORR05561,54,Driver,30203.15,100,0,0.366,1,162,0,1
BORR05562,29,Small Business Owner,38080.54,98,1,0.268,0,110,0,1
BORR05563,27,Kirana Owner,65940.97,82,0,0.173,2,214,0,1
BORR05564,50,Freelancer,61487.28,74,0,0.393,1,181,1,1
BORR05565,38,Delivery Partner,19322.71,88,2,0.265,0,178,0,1
BORR05566,47,Freelancer,21753.86,44,8,0.429,2,130,1,0
BORR05567,36,Delivery Partner,32651.95,84,1,0.343,1,175,0,1
BORR05568,41,Driver,24015.62,76,0,0.38,0,230,0,1
BORR05569,25,Delivery Partner,26869.32,72,1,0.24,0,179,0,1
BORR05570,49,Driver,18793.64,61,2,0.178,0,111,0,1
BORR05571,57,Kirana Owner,69438.2,83,3,0.302,0,153,0,1
BORR05572,42,Delivery Partner,18409.66,60,10,0.834,1,140,0,0
BORR05573,34,Kirana Owner,70861.55,84,1,0.232,1,168,0,1
BORR05574,39,Driver,32628.86,77,1,0.087,0,186,0,1
BORR05575,55,Freelancer,17487.13,78,1,0.309,0,166,0,1
BORR05576,44,Kirana Owner,23927.67,32,4,0.472,3,109,0,1
BORR05577,26,Driver,20874.24,64,2,0.175,1,229,0,1
BORR05578,23,Small Business Owner,83902.36,71,2,0.119,0,191,0,1
BORR05579,54,Kirana Owner,59598.87,69,0,0.252,1,130,0,1
BORR05580,22,Delivery Partner,23476.88,69,0,0.31,0,183,0,1
BORR05581,35,Kirana Owner,43989.65,53,8,0.586,1,88,1,0
BORR05582,57,Delivery Partner,24361.67,68,1,0.421,0,181,0,1
BORR05583,35,Kirana Owner,55788.97,70,1,0.427,2,79,0,0
BORR05584,52,Delivery Partner,27079.22,71,2,0.153,1,166,0,1
BORR05585,41,Delivery Partner,26982.78,83,3,0.331,1,164,0,1
BORR05586,37,Small Business Owner,56763.2,41,6,0.512,2,49,1,0
BORR05587,54,Small Business Owner,63852.94,68,2,0.307,0,190,0,1
BORR05588,52,Small Business Owner,27522.73,74,2,0.374,1,132,0,1
BORR05589,43,Driver,24074.32,59,2,0.394,0,167,0,1
BORR05590,55,Delivery Partner,35050.62,80,0,0.305,0,155,0,1
BORR05591,57,Delivery Partner,29214.93,75,2,0.294,0,155,1,1
BORR05592,57,Delivery Partner,32507.19,69,1,0.194,1,135,0,1
BORR05593,53,Driver,23956.82,31,5,0.547,3,96,0,0
BORR05594,45,Freelancer,57115.1,75,1,0.32,1,80,0,1
BORR05595,57,Delivery Partner,14735.86,82,0,0.268,0,174,0,1
BORR05596,60,Delivery Partner,35357.38,75,1,0.18,0,138,0,1
BORR05597,41,Driver,29907.41,67,0,0.191,0,139,0,1
BORR05598,58,Freelancer,47287.06,80,0,0.295,0,188,0,1
BORR05599,60,Delivery Partner,29744.19,73,1,0.267,0,184,0,1
BORR05600,54,Delivery Partner,18664.75,85,0,0.128,0,167,0,1
BORR05601,39,Freelancer,58362.87,75,2,0.261,0,115,0,1
BORR05602,47,Kirana Owner,52816.5,75,0,0.236,0,128,0,1
BORR05603,29,Driver,24044.84,60,6,0.503,1,166,0,1
BORR05604,25,Freelancer,29276.11,79,1,0.284,0,205,0,1
BORR05605,25,Freelancer,28571.48,60,1,0.638,3,71,0,0
BORR05606,45,Kirana Owner,64829.75,80,2,0.291,0,209,0,1
BORR05607,46,Delivery Partner,19594.44,87,0,0.28,1,187,0,1
BORR05608,39,Delivery Partner,27653.77,100,1,0.13,0,221,0,1
BORR05609,50,Driver,31117.46,73,1,0.346,0,136,0,1
BORR05610,56,Driver,33684.91,77,1,0.109,0,185,0,1
BORR05611,36,Freelancer,48337.21,53,2,0.861,2,121,0,0
BORR05612,27,Driver,33349.74,75,0,0.329,1,164,0,0
BORR05613,38,Driver,21627.53,82,0,0.407,0,206,0,0
BORR05614,41,Delivery Partner,17004.11,83,0,0.27,1,129,0,1
BORR05615,51,Kirana Owner,66545.82,89,3,0.29,0,150,0,1
BORR05616,21,Delivery Partner,32027.85,74,2,0.25,0,135,0,1
BORR05617,23,Kirana Owner,60689.27,82,2,0.432,0,175,0,1
BORR05618,51,Small Business Owner,47929.52,69,1,0.125,1,198,0,1
BORR05619,45,Driver,23439.74,70,0,0.192,0,112,0,1
BORR05620,28,Delivery Partner,33294.41,87,0,0.231,0,163,0,1
BORR05621,21,Delivery Partner,17956.92,54,1,0.781,2,100,1,1
BORR05622,27,Kirana Owner,62290.87,71,0,0.307,0,120,0,1
BORR05623,27,Kirana Owner,57638.1,63,1,0.211,0,137,0,1
BORR05624,28,Freelancer,35943.52,88,2,0.25,0,242,1,1
BORR05625,39,Freelancer,39529.36,77,7,0.818,4,49,1,0
BORR05626,37,Kirana Owner,58874.29,62,1,0.185,0,172,0,1
BORR05627,31,Small Business Owner,56490.23,84,1,0.197,2,205,0,1
BORR05628,31,Delivery Partner,16837.7,76,2,0.185,0,192,0,1
BORR05629,58,Delivery Partner,38167.28,82,1,0.352,0,161,0,1
BORR05630,22,Small Business Owner,37313.65,44,7,0.486,1,112,0,1
BORR05631,24,Delivery Partner,19965.64,87,2,0.34,0,237,0,1
BORR05632,48,Kirana Owner,45626.04,90,1,0.337,0,134,0,1
BORR05633,53,Kirana Owner,42470.79,91,0,0.369,0,189,0,1
BORR05634,31,Kirana Owner,66199.63,76,2,0.18,1,215,0,1
BORR05635,23,Kirana Owner,34816.61,67,1,0.304,0,193,0,1
BORR05636,60,Delivery Partner,13474.65,44,12,0.783,1,111,0,0
BORR05637,25,Delivery Partner,21680.41,70,1,0.32,1,196,0,0
BORR05638,41,Small Business Owner,73090.97,72,1,0.273,1,211,1,1
BORR05639,42,Delivery Partner,29795.49,53,7,0.899,1,69,1,0
BORR05640,57,Kirana Owner,56768.7,31,8,0.737,2,98,1,0
BORR05641,31,Kirana Owner,66531.13,75,0,0.307,0,204,0,1
BORR05642,42,Freelancer,44778.44,77,2,0.257,2,226,0,1
BORR05643,33,Kirana Owner,48922.97,73,0,0.297,2,160,0,1
BORR05644,23,Freelancer,50858.59,80,1,0.297,0,169,0,0
BORR05645,33,Delivery Partner,31062.22,74,1,0.177,1,157,0,1
BORR05646,48,Freelancer,59595.1,89,0,0.365,0,160,0,1
BORR05647,31,Delivery Partner,20040.22,21,7,0.715,2,92,0,0
BORR05648,31,Kirana Owner,65870.8,69,1,0.264,0,205,0,1
BORR05649,41,Driver,20189.19,92,1,0.159,1,200,0,1
BORR05650,41,Driver,31688.01,83,1,0.293,1,140,0,0
BORR05651,27,Driver,18411.18,82,0,0.368,0,194,1,1
BORR05652,37,Delivery Partner,20681.21,60,2,0.313,0,161,0,1
BORR05653,34,Kirana Owner,48530.05,78,0,0.118,0,221,0,1
BORR05654,53,Driver,20156.4,71,0,0.187,0,166,0,1
BORR05655,31,Freelancer,22523.19,54,5,0.673,1,102,0,1
BORR05656,33,Freelancer,20603.98,40,5,0.604,2,118,0,0
BORR05657,21,Driver,15647.66,77,2,0.239,0,166,0,1
BORR05658,54,Kirana Owner,37816.99,91,1,0.288,0,98,0,1
BORR05659,29,Kirana Owner,47139.75,72,1,0.262,0,182,0,1
BORR05660,33,Small Business Owner,28622.96,70,2,0.02,0,205,0,1
BORR05661,57,Small Business Owner,61893.09,71,1,0.104,1,175,0,1
BORR05662,50,Freelancer,13635.71,25,7,0.974,4,149,0,0
BORR05663,57,Driver,25148.42,90,2,0.158,1,152,0,1
BORR05664,27,Freelancer,53040.89,78,0,0.335,1,104,0,1
BORR05665,34,Small Business Owner,40714.41,72,0,0.157,2,118,0,1
BORR05666,26,Driver,26078.21,76,3,0.352,2,181,1,1
BORR05667,54,Small Business Owner,61242.66,85,0,0.213,1,148,0,1
BORR05668,36,Kirana Owner,71082.27,90,1,0.315,0,158,0,1
BORR05669,57,Driver,15106.04,57,6,0.491,2,63,0,0
BORR05670,56,Freelancer,28041.24,77,1,0.282,0,184,1,1
BORR05671,26,Kirana Owner,75312.59,83,0,0.216,0,167,0,1
BORR05672,28,Small Business Owner,61002.37,86,2,0.205,0,193,0,1
BORR05673,44,Delivery Partner,23427.15,77,1,0.338,1,122,0,1
BORR05674,23,Small Business Owner,49268.18,85,0,0.441,0,150,0,0
BORR05675,24,Small Business Owner,35574.08,86,1,0.244,1,203,0,1
BORR05676,52,Freelancer,13107.06,46,7,0.634,4,52,0,0
BORR05677,21,Small Business Owner,51005.51,86,1,0.252,0,176,0,1
BORR05678,54,Delivery Partner,12433.77,53,6,0.608,2,66,0,0
BORR05679,29,Kirana Owner,46538.3,70,0,0.261,1,218,0,1
BORR05680,32,Small Business Owner,79664.32,91,0,0.207,0,141,1,1
BORR05681,30,Delivery Partner,30717.94,80,0,0.057,0,241,0,1
BORR05682,30,Driver,26616.33,77,1,0.224,1,180,0,1
BORR05683,43,Kirana Owner,38667.54,72,2,0.148,0,217,0,1
BORR05684,26,Freelancer,55140.94,81,3,0.237,0,168,0,1
BORR05685,44,Delivery Partner,15421.9,38,5,0.791,3,136,0,0
BORR05686,44,Freelancer,37097.15,76,2,0.276,0,206,0,1
BORR05687,41,Small Business Owner,58322.2,63,0,0.167,1,96,0,1
BORR05688,51,Kirana Owner,43329.93,79,0,0.243,1,114,0,1
BORR05689,50,Driver,19064.56,52,3,0.625,2,100,1,1
BORR05690,54,Freelancer,55525.33,76,0,0.354,0,157,0,1
BORR05691,38,Small Business Owner,32567.94,78,0,0.397,1,154,0,1
BORR05692,32,Delivery Partner,21472.77,28,4,0.554,2,116,1,0
BORR05693,55,Freelancer,38971.42,69,1,0.27,0,101,0,1
BORR05694,27,Delivery Partner,26586.89,74,3,0.263,0,198,0,1
BORR05695,60,Delivery Partner,16089.39,71,0,0.135,0,156,0,1
BORR05696,45,Small Business Owner,69280.71,79,1,0.232,0,133,0,1
BORR05697,26,Kirana Owner,53063.99,77,0,0.319,0,196,0,1
BORR05698,21,Driver,19449.8,87,2,0.311,0,192,0,1
BORR05699,36,Small Business Owner,40254.07,79,2,0.211,0,217,0,1
BORR05700,24,Driver,31772.82,81,0,0.347,0,230,0,1
BORR05701,49,Kirana Owner,57034.64,77,3,0.332,0,134,0,1
BORR05702,58,Driver,26297.81,62,0,0.122,0,169,0,1
BORR05703,48,Driver,19250.43,77,1,0.038,1,207,0,1
BORR05704,42,Driver,33519.9,58,2,0.233,0,200,0,1
BORR05705,28,Small Business Owner,46284.03,73,2,0.17,0,154,0,1
BORR05706,52,Kirana Owner,55267.8,84,3,0.415,1,206,0,1
BORR05707,53,Small Business Owner,51019.92,67,3,0.211,1,175,0,1
BORR05708,33,Small Business Owner,33834.1,43,4,0.773,2,91,1,1
BORR05709,47,Small Business Owner,49762.61,70,3,0.239,0,151,0,1
BORR05710,38,Driver,22007.78,80,1,0.205,0,151,0,1
BORR05711,38,Delivery Partner,31703.61,18,11,0.779,2,63,0,0
BORR05712,33,Delivery Partner,22548.59,65,1,0.33,1,157,0,1
BORR05713,42,Small Business Owner,68888.74,73,0,0.217,0,176,1,1
BORR05714,34,Driver,27104.18,83,1,0.297,0,220,0,1
BORR05715,31,Delivery Partner,16003.52,75,1,0.167,0,182,0,0
BORR05716,59,Driver,28972.29,86,3,0.144,0,160,0,1
BORR05717,42,Small Business Owner,40749.88,72,0,0.243,0,142,0,1
BORR05718,56,Kirana Owner,64517.11,63,0,0.276,1,182,0,1
BORR05719,37,Freelancer,25425.28,29,5,0.913,3,110,1,0
BORR05720,52,Kirana Owner,44797.47,49,7,0.694,3,110,1,0
BORR05721,34,Driver,19175.92,23,7,0.847,2,68,1,0
BORR05722,49,Driver,26385.23,77,3,0.237,2,156,0,1
BORR05723,26,Kirana Owner,40025.62,75,1,0.209,0,166,0,1
BORR05724,24,Freelancer,16354.75,38,6,0.765,1,113,0,1
BORR05725,31,Delivery Partner,24066.43,45,11,0.537,4,10,0,0
BORR05726,60,Kirana Owner,46762.01,65,0,0.225,0,134,0,1
BORR05727,30,Small Business Owner,55297.39,72,2,0.303,1,120,0,1
BORR05728,48,Driver,17992.4,26,3,0.498,3,110,1,0
BORR05729,31,Freelancer,30710.72,24,7,0.45,2,108,0,0
BORR05730,55,Delivery Partner,18682.49,70,1,0.272,1,148,0,1
BORR05731,35,Delivery Partner,15972.23,83,1,0.304,1,170,1,1
BORR05732,28,Kirana Owner,64385.98,86,3,0.394,1,144,0,1
BORR05733,40,Small Business Owner,26908.19,97,1,0.185,1,191,0,1
BORR05734,41,Driver,24534.61,67,0,0.313,1,168,0,1
BORR05735,21,Freelancer,13590.75,90,1,0.207,1,186,0,0
BORR05736,49,Small Business Owner,56435.8,76,1,0.295,2,105,0,1
BORR05737,44,Freelancer,41429.35,97,1,0.26,1,179,0,1
BORR05738,50,Freelancer,31793.89,89,0,0.126,1,115,0,1
BORR05739,60,Delivery Partner,21411.59,22,4,0.749,2,121,1,0
BORR05740,55,Kirana Owner,58572.51,71,1,0.238,1,113,0,1
BORR05741,53,Kirana Owner,39507.25,76,0,0.305,1,196,0,1
BORR05742,40,Delivery Partner,18755.32,82,1,0.335,0,128,0,1
BORR05743,36,Driver,20408.71,72,2,0.221,0,121,0,1
BORR05744,29,Kirana Owner,44607.86,85,1,0.399,0,203,0,1
BORR05745,51,Delivery Partner,32295.41,52,11,0.797,3,132,1,1
BORR05746,37,Delivery Partner,16054.93,72,1,0.262,1,131,0,0
BORR05747,51,Kirana Owner,62597.13,71,0,0.256,0,155,0,1
BORR05748,43,Delivery Partner,17061.11,72,2,0.231,2,103,0,0
BORR05749,26,Kirana Owner,35110.37,93,2,0.175,0,126,0,1
BORR05750,50,Delivery Partner,31698.07,76,0,0.187,1,157,0,1
BORR05751,27,Kirana Owner,62353.3,94,4,0.374,1,168,0,1
BORR05752,60,Small Business Owner,31097.15,86,0,0.21,1,54,0,1
BORR05753,31,Kirana Owner,43454.96,62,5,0.688,2,62,1,0
BORR05754,54,Freelancer,20082.53,97,0,0.305,2,165,0,1
BORR05755,32,Driver,23436.42,71,0,0.119,0,160,0,1
BORR05756,47,Delivery Partner,19731.37,60,2,0.217,1,150,1,1
BORR05757,32,Driver,28134.24,71,0,0.285,2,231,0,1
BORR05758,33,Delivery Partner,36340.87,76,0,0.181,2,153,0,1
BORR05759,28,Kirana Owner,38319.5,81,2,0.287,1,161,0,1
BORR05760,36,Small Business Owner,39544.83,86,3,0.222,0,122,0,1
BORR05761,49,Freelancer,40269.57,82,2,0.169,0,296,0,1
BORR05762,55,Freelancer,51521.51,83,0,0.378,0,169,0,1
BORR05763,49,Driver,27153.91,77,2,0.218,2,106,0,1
BORR05764,51,Delivery Partner,20923.57,84,1,0.25,1,156,0,1
BORR05765,33,Delivery Partner,16414.83,81,1,0.388,0,151,1,1
BORR05766,32,Driver,30608.47,91,1,0.36,2,133,0,1
BORR05767,22,Small Business Owner,46581.26,84,1,0.182,0,150,0,1
BORR05768,53,Delivery Partner,13654.11,76,8,0.703,3,96,0,0
BORR05769,28,Freelancer,56587.7,100,0,0.292,0,177,1,1
BORR05770,60,Delivery Partner,22496.59,75,2,0.191,1,171,0,1
BORR05771,52,Driver,15628.43,88,2,0.229,2,136,0,1
BORR05772,58,Freelancer,36119.85,79,1,0.405,0,171,0,1
BORR05773,48,Freelancer,18258.84,76,1,0.431,1,165,0,1
BORR05774,35,Small Business Owner,29302.01,77,0,0.286,0,164,0,1
BORR05775,43,Delivery Partner,22902.92,53,5,0.579,2,108,0,1
BORR05776,44,Kirana Owner,63170.29,77,0,0.332,0,144,1,1
BORR05777,33,Kirana Owner,35482.14,61,1,0.234,0,152,0,1
BORR05778,41,Small Business Owner,35536.88,64,3,0.682,4,65,1,0
BORR05779,32,Driver,16548.34,92,0,0.228,0,132,0,1
BORR05780,33,Driver,18716.35,85,1,0.283,1,130,0,1
BORR05781,59,Delivery Partner,15246.74,56,1,0.199,0,152,0,1
BORR05782,43,Delivery Partner,28911.5,71,0,0.216,1,146,0,1
BORR05783,48,Driver,30457.66,67,2,0.153,1,184,0,1
BORR05784,34,Freelancer,41762.96,37,7,0.749,1,87,1,0
BORR05785,37,Kirana Owner,34556.12,41,12,0.719,1,85,1,0
BORR05786,44,Small Business Owner,55255.22,90,1,0.189,0,174,1,1
BORR05787,54,Delivery Partner,21102.74,68,0,0.21,0,150,0,1
BORR05788,42,Small Business Owner,48679.5,72,2,0.289,1,160,0,1
BORR05789,30,Freelancer,43483.56,75,1,0.299,0,156,0,1
BORR05790,28,Delivery Partner,23896.75,60,2,0.327,0,162,1,1
BORR05791,41,Kirana Owner,42383.78,100,1,0.223,1,120,0,1
BORR05792,57,Kirana Owner,59483.24,86,2,0.214,1,168,0,1
BORR05793,27,Kirana Owner,65150.48,80,0,0.26,2,146,0,1
BORR05794,46,Small Business Owner,41758.58,71,0,0.162,1,152,0,1
BORR05795,33,Kirana Owner,35289.96,65,0,0.199,0,173,0,1
BORR05796,36,Kirana Owner,59933.57,70,1,0.18,1,192,0,1
BORR05797,50,Small Business Owner,38160.48,31,8,0.679,3,78,0,0
BORR05798,51,Driver,28299.13,71,0,0.188,1,132,0,1
BORR05799,25,Delivery Partner,20315.84,77,0,0.283,0,99,0,1
BORR05800,52,Driver,24013.46,54,3,0.878,4,50,0,0
BORR05801,36,Small Business Owner,63128.61,100,1,0.171,2,129,0,1
BORR05802,29,Kirana Owner,27148.22,53,5,0.838,1,103,0,0
BORR05803,42,Driver,19987.6,67,1,0.237,0,195,0,1
BORR05804,60,Small Business Owner,67812.81,60,4,0.33,1,137,0,1
BORR05805,57,Delivery Partner,26692.64,71,2,0.201,1,138,0,1
BORR05806,34,Small Business Owner,47826.79,70,7,0.887,1,87,0,0
BORR05807,36,Freelancer,61392.31,84,4,0.112,0,200,0,1
BORR05808,40,Small Business Owner,79948.14,93,1,0.224,0,131,0,1
BORR05809,35,Driver,24230.2,83,0,0.127,1,200,0,1
BORR05810,46,Small Business Owner,75696.79,75,0,0.229,1,141,0,1
BORR05811,29,Small Business Owner,28440.36,58,11,0.729,4,118,1,0
BORR05812,21,Small Business Owner,38950.08,69,0,0.25,1,213,0,1
BORR05813,55,Delivery Partner,19917.43,85,0,0.328,1,133,0,1
BORR05814,40,Kirana Owner,49470.98,88,1,0.285,2,166,0,0
BORR05815,26,Delivery Partner,14407.41,50,8,0.827,3,107,1,1
BORR05816,30,Kirana Owner,46148.1,38,8,0.793,1,79,1,0
BORR05817,53,Delivery Partner,25209.02,53,6,0.751,2,65,0,0
BORR05818,36,Delivery Partner,22610.0,67,2,0.329,1,193,0,1
BORR05819,56,Freelancer,39018.01,85,0,0.35,1,144,0,1
BORR05820,26,Freelancer,30939.43,81,3,0.233,0,144,0,1
BORR05821,39,Small Business Owner,69480.52,71,3,0.216,0,183,0,1
BORR05822,51,Freelancer,60550.36,67,1,0.357,1,176,0,1
BORR05823,22,Freelancer,38014.81,77,2,0.144,0,248,0,1
BORR05824,38,Freelancer,12559.21,79,1,0.178,1,172,0,1
BORR05825,48,Kirana Owner,52467.82,72,0,0.228,0,95,0,1
BORR05826,24,Delivery Partner,16520.26,65,1,0.229,0,153,0,1
BORR05827,21,Driver,26105.53,86,0,0.126,0,173,0,1
BORR05828,36,Kirana Owner,30360.43,49,10,0.774,2,76,1,0
BORR05829,22,Small Business Owner,28398.4,99,1,0.275,0,150,0,0
BORR05830,56,Kirana Owner,30754.55,71,1,0.335,1,206,0,1
BORR05831,21,Delivery Partner,21106.12,79,0,0.311,0,174,0,1
BORR05832,59,Kirana Owner,46867.84,88,1,0.24,0,165,0,1
BORR05833,43,Driver,26483.72,89,1,0.047,1,199,0,1
BORR05834,46,Driver,27780.69,82,3,0.241,1,155,0,1
BORR05835,31,Small Business Owner,61134.51,85,2,0.081,1,163,0,1
BORR05836,21,Delivery Partner,20903.42,71,1,0.128,1,138,0,1
BORR05837,31,Driver,22195.05,79,0,0.265,2,206,0,1
BORR05838,44,Small Business Owner,82141.03,69,0,0.139,0,133,0,1
BORR05839,30,Small Business Owner,63735.83,85,1,0.282,0,187,1,1
BORR05840,34,Delivery Partner,30961.74,89,2,0.255,1,125,0,1
BORR05841,34,Kirana Owner,35208.73,100,0,0.208,1,139,0,1
BORR05842,27,Kirana Owner,61808.59,47,5,0.733,1,103,0,1
BORR05843,43,Small Business Owner,23635.38,53,4,0.89,4,64,1,0
BORR05844,42,Delivery Partner,12830.66,31,3,0.72,2,113,1,0
BORR05845,56,Kirana Owner,39783.71,93,0,0.265,0,161,0,1
BORR05846,47,Kirana Owner,45492.85,84,0,0.443,0,130,0,1
BORR05847,22,Small Business Owner,71256.57,79,4,0.116,0,171,0,0
BORR05848,59,Driver,25235.28,77,0,0.237,1,160,0,1
BORR05849,39,Driver,30628.38,68,3,0.418,0,184,0,1
BORR05850,27,Driver,19709.43,58,0,0.234,2,162,0,1
BORR05851,32,Kirana Owner,41481.7,77,2,0.846,3,88,0,0
BORR05852,23,Delivery Partner,23372.22,76,0,0.271,1,197,0,1
BORR05853,25,Delivery Partner,24536.69,80,1,0.211,0,165,0,1
BORR05854,28,Delivery Partner,34874.39,75,2,0.25,1,132,0,1
BORR05855,34,Freelancer,37406.28,65,2,0.233,0,200,0,1
BORR05856,56,Driver,32113.39,73,1,0.168,1,219,0,1
BORR05857,27,Small Business Owner,42811.85,38,3,0.598,3,32,0,1
BORR05858,27,Kirana Owner,48901.17,28,4,0.694,2,80,0,1
BORR05859,52,Delivery Partner,16158.71,49,8,0.917,2,88,0,0
BORR05860,28,Kirana Owner,65114.02,74,1,0.174,2,185,0,1
BORR05861,32,Small Business Owner,74700.37,86,0,0.091,1,171,1,1
BORR05862,30,Delivery Partner,28565.67,80,3,0.276,0,167,0,1
BORR05863,34,Delivery Partner,17646.56,47,9,0.668,4,89,0,0
